,match,time,slot,text,target
38357,1825,2640.9796,8,pang just gets rid of it if his passive procs,
38364,1825,2673.758,9,no he isnt,
38372,1826,1331.20827,0,i havent gotten any of the tombs,
38379,1827,628.24661,1,ea tshit,1
38451,1831,1598.64297,4,why?,
38455,1831,1598.64297,7,assholres,1
38457,1831,1598.64297,4,i can wait forever,
38461,1831,1839.30427,5,that zeus is a clown,1
38462,1831,1843.98677,5,and they are a group,
38463,1831,1847.46537,5,clown group,0
38465,1831,2700.90577,7,dont pick sf,
38466,1831,2719.77007,4,sdtop bullying,
38467,1831,2740.23977,5,ez to say when you dont have idiot team mates,2
38491,1834,-303.990595,7,what a surprise,
38498,1834,1185.7105,7,yea it was,
38517,1835,-62.21815,3,2min baited,
38520,1835,-18.42885,1,let's see what,
38521,1835,-12.6969,1,sumail will do,
38522,1835,-10.1642,1,On this fuckin aa,2
38527,1835,1523.528,5,crushing =d,
38533,1836,2250.64785,8,whats your issue?,
38537,1836,2426.34645,8,his power is out because of weather,
38538,1836,2426.81465,8,dont think hes coming back,
38546,1837,1602.74195,2,ty for play,
38582,1840,1497.62812,0,fails of  the week,
38649,1844,953.5005,5,our 0-5 lina is bitching that im not hard supporting enough,
38662,1844,2398.689,3,:o,
38673,1845,-70.71608,0,5x5 crusader fight,
38800,1845,1846.42602,4,ff pls ,
38923,1848,2760.59056,0,well played,
38928,1849,361.8117,4,nice try fbi,
38929,1849,548.43277,2,you dont have cooldown ?,
38933,1849,2090.2412,2,the comback,
38936,1849,2558.4361,0,commend mira and me for good support and gank,
38966,1850,2312.60864,3,look lycion,
39001,1853,2687.29555,9,score so high but still lose,
39055,1856,3138.35913,0,report and ty pa,
39056,1856,3149.32983,1,my furion impact,
39065,1859,85.14586,4,have to swithc mouse,
39066,1859,364.31105,4,that q,
39075,1859,2814.4492,3,fuck that dark willow,2
39082,1860,850.25905,2,piss off dude,
39093,1860,1946.77425,1,lol push bottom ,
39108,1861,76.48132,1,i see you clock,
39114,1862,-329.529557,2,waited for brew?,
39119,1862,-55.08655,2,i already know what is comming,
39125,1862,1358.43498,0,then what happend?,
39126,1862,1365.03338,6,nah we were up against sniper,
39127,1862,1858.46918,3,wp all,
39131,1862,1899.87698,2,this should have hapenned last game,
39190,1864,1527.99354,7,and ?,
39191,1864,1527.99354,7,enough,
39206,1865,2799.4062,3,sAD ?,
39207,1865,2799.9749,3,sAD ?,
39208,1865,2807.6009,4,comeback,
39254,1868,-281.071892,2,you guys know lucas?,
39255,1868,-29.6261,6,are you guys hunting fish xd,
39262,1868,1708.4932,2,ITS A CHRISTMAS MIRACLE,
39263,1868,1885.1617,2,ggwp gl nex ttyea,
39265,1868,1897.7378,6,merry xmas,
39277,1869,2909.5757,7,i love the fact that voids chronos fucked us this game ,2
39296,1871,1814.64524,0,SHUT THE$ FUCK UP ,1
39339,1875,723.25677,2,COME MORE,
39354,1875,2664.34867,0,wp fo rvoid,
39408,1877,81.84668,8,nice gameplay,
39422,1877,799.33815,8,such a,
39424,1877,806.73635,2,i timed that well too ,
39434,1877,1043.94515,2,tpo tower?,
39435,1877,1049.61035,2,space created xd,
39439,1877,1197.10775,2,my pleasure!,
39442,1877,1211.50415,2,shit i forgot i had a taunt the whole game,2
39452,1877,1520.62865,8,more interesting,
39453,1877,1527.29375,2,me too,
39456,1877,1544.88945,2,its pretty entertaining to fake torrents all the time,
39457,1877,1549.75495,2,and seeing you dance around,
39459,1877,1567.55055,8,its pretty entertaining to have 0 help,
39466,1877,1923.57275,8,i give you that,
39486,1880,-220.3721,6,try play? ,
39487,1880,-201.96881,0,i try it,
39491,1880,-144.95664,2,what was that link ?,
39505,1880,1013.71917,0,wtf 1 ult and death....something is going wrong...,
39507,1880,1669.55897,2,why,
39508,1880,2515.15257,2,longer than last game SF ;),
39510,1880,2545.85717,6,Commend team,
39511,1880,2551.07497,6,and i,
39533,1882,346.51544,4,4to,
39536,1882,355.77984,4,rofl,
39546,1882,1156.08434,4,rofl,
39548,1882,1166.41524,4,balacned hero i think,
39550,1882,1301.94874,5,10 death,
39565,1882,1637.10024,7,and Es,
39568,1882,1646.96454,5,This,
39574,1882,1653.76344,7,report Shadow,
39577,1882,1659.51644,7,This Earth Cunt Trash,1
39579,1882,1662.86114,4,thank you,
39581,1882,1673.76494,3,commend wd ;d,
39592,1882,1860.46754,7,Report AM,
39598,1882,1898.46374,7,guys Why these Russians,
39600,1882,1901.67464,7,why,
39604,1882,1908.02954,4,in my team,
39605,1882,1909.50124,7,Why they are Alaive,
39606,1882,1913.51494,7,these mother Fuckers,1
39609,1882,1918.13074,7,with them Self,
39611,1882,1950.70824,3,commend wd ochevidnop,
39633,1888,788.6075,6,g next,
39635,1888,1457.2108,3,u cant kill the juggernaut,
39638,1889,724.90789,6,void how you gonna take longer than an ogre magi to get a battlefury,
39641,1890,30.25928,4,what the fuck?,2
39644,1890,303.29264,5,fucking try harder,2
39649,1890,495.37904,5,come her e,
39668,1890,600.48674,9,come here,
39684,1890,802.10414,7,or what,
39687,1890,820.29974,3,common build,
39688,1890,828.36444,3,i'm top 200 brew dotabuff,
39689,1890,842.02774,3,but they open their mouth,
39698,1890,1054.67584,0,ITS ME,
39717,1890,1218.23584,5,im miracle sf gh ,
39719,1890,1242.86324,8,rep silencer wk,
39736,1892,2045.05866,6,that hook,
39738,1892,2079.67656,3,commend me ty,
39795,1898,985.5594,7,fuck off mid ,2
39798,1898,995.6902,7,he cant do any more,
39801,1898,1018.0181,9,yeah that x mark,
39802,1898,1021.4839,9,then blame me,
39804,1898,1041.0791,7,17minutes fuck off rd??,2
39811,1898,1291.2847,0,why,
39818,1898,1327.0759,7,fuck off mid farm and die,2
39819,1898,1336.4737,9,cause u re fckingnoob too,1
39824,1898,1589.2119,7,fuck offf,2
39830,1898,1597.1433,7,report this mid,
39831,1898,1604.6748,7,he wanna compare support,
39901,1900,2359.9851,8,Comedn tide shi (:,1
39905,1901,750.18347,1,i have boots now,
39909,1901,1577.41487,0,commend tyt,
39958,1904,2488.04305,9,gg doom and clizk,
39964,1904,2795.95855,9,fuck team,1
39966,1904,2807.39755,3,fuck team because u lost?,2
39968,1904,2814.88965,3,Basic reason,
39979,1906,1635.83385,7,Without crono,
39982,1906,2116.89515,2,why chrono just me?,
39984,1906,2134.42155,6,THATS WHY YOU TRIED TO KS RIGHT?,
39987,1906,2149.20525,7,to have some wards,
39989,1906,2302.25995,7,Worth,
39990,1906,2366.14415,2,why chrono just me?,
39996,1906,2496.35445,4,this qop,
39997,1906,2498.49505,4,sucks,2
39999,1906,2506.18785,4,and cant do shit,2
40000,1906,2510.87055,8,whoi,
40002,1906,3301.56385,9,this od,
40003,1906,3309.18975,1,throws like a pro,
40005,1906,3346.45015,7,back track,
40014,1906,3655.16835,1,third world country pc's,
40036,1908,1230.06627,1,wombo combo,
40039,1908,2120.29077,1,where is my carry,
40044,1908,3066.04567,1,whats,
40070,1910,540.40138,8,wait please,
40075,1910,615.51638,6,FYCK',2
40080,1910,1193.50858,8,your x marks is glitched,
40081,1910,1197.57428,8,its invisible?!/!,
40095,1910,3595.37088,6,ty for feed,
40161,1913,1748.12918,5,"t,fnm ns lfey ",
40191,1917,-49.10518,8,that set,
40201,1919,1013.18598,0,not as easy as last game omni,
40203,1919,1029.98188,6,surounded by retards,1
40248,1920,1023.02146,7,"ns ,s ybxt yt cltkfk",
40299,1923,3077.36114,0,o it tickles me,
40306,1923,3236.90454,0,wp tho,
40315,1925,1757.7436,4,let them finnish,
40318,1925,1771.4235,8,comend suports xd ,
40324,1926,2291.63597,1,for what?,
40332,1927,2916.45445,9,ez everywhere,
40333,1928,-51.64436,1,team supp ,
40334,1928,-43.30925,2,and me carry,
40340,1928,593.48192,3,by supp,
40351,1928,2359.47505,4,team support,
40353,1929,373.30888,2,i was scare too,
40355,1929,3547.44708,4,leap to it,
40356,1929,3561.22728,7,mothefucker I wanna see you react,2
40361,1929,3598.82208,0,NO MORE RAPIER PLZ,
40364,1929,3672.53978,1,ty for rapiers,
40366,1929,3673.34258,2,waste of time,
40379,1930,651.70756,5,ty x,
40385,1930,1307.74736,1,team tards,1
40389,1930,1344.67166,1,look at this dude,
40401,1932,709.82674,4,up the secret shop,
40402,1932,1924.43084,9,worth,
40403,1932,2610.40074,1,how desperat you are ;:P,
40404,1932,2846.87294,8,wp roshan ,
40408,1932,3104.31644,4,GG easy,
40415,1933,284.66383,9,puck I will FUCK YOU,1
40425,1934,1757.5262,2,what a shit,1
40429,1935,2256.36913,6,farming top,
40430,1935,2264.93173,6,need commend,
40433,1935,2694.62873,6,with 4 noob,1
40436,1936,-8.53125,6,plz report them ,
40439,1936,-1.26636,1,feed pls,
40442,1936,2.33276,6,actualy all 4 but me ,
40449,1936,10.99732,1,feed mid pls,
40452,1936,33.25855,1,techis fast pls,
40457,1936,1015.35212,8,report trollland techies plz,
40469,1936,1315.41212,8,report troll and techies,
40475,1937,-4.06567,9,we all from russia and understand u,
40481,1937,15.59618,3,thanks for waiting,
40489,1937,241.40775,7,report bs,
40490,1937,262.53592,6,its g,
40551,1941,762.71376,0,100% worth,
40553,1941,931.13936,7,for real,
40556,1941,2636.70696,7,can we peace guys,
40557,1941,2641.85786,7,enaugh fighting,
40559,1941,2736.17916,4,Report tb,
40573,1942,1500.2003,3,The perfect combination,
40579,1942,1964.0878,3,invoker quas wex contra OD,
40595,1945,-70.08771,3,why,
40601,1945,-52.15393,3,all rep this shit,1
40603,1945,1263.15825,3,son of bitch,
40604,1945,1268.49025,3,fuck your family,
40679,1947,1772.68317,7,thank's for rosh,
40720,1952,577.15907,0,team feed,
40723,1952,684.73287,2,REPORT TIDE,
40727,1953,1109.29585,6,wp pudge,
40728,1953,1118.89345,6,solo winer,
40731,1953,1183.61095,9,that's wjhy i don't support,
40732,1953,1256.05995,9,when i pick support,
40734,1953,1265.32435,9,troll cries for dying,
40735,1953,1269.78995,9,but he keeps going on that fucking lane,
40736,1953,1271.78945,9,without any item,
40742,1953,1583.77995,9,trash cores,1
40745,1953,2233.47185,9,throne,
40758,1955,1980.52033,7,i know that feeling,
40783,1957,-75.54822,7,my anus is itching,0
40786,1957,3075.9486,1,jungler in team = 4v5 = carry free farm = ggwp,
40855,1960,1368.99907,5,this dwraf so cute,
40866,1961,1351.57,7,finish plz,
40874,1963,2256.50762,4,well played ,
40898,1966,1636.1671,5,cum on your mom back,1
40926,1967,1329.80863,5,FF please,
40931,1968,-36.42444,3,alright,
40932,1968,976.69488,3,is this 2k game?,
40941,1968,1863.10738,4,Thanks for unpause,
40948,1968,1879.26238,8,trash ass luna,1
40949,1969,-272.803555,7,ITS THE BIG SHOWWWWWWWWWWWWWWWWW,
40952,1969,-270.07026,7,ITS THE BIG SHOWWWWWWWWWWWWWWWWW,
40953,1969,-269.47027,7,AND HERE COMES THE CHOKE SLAAAAAAAAAAAAAAAAAAAAAM ,
40954,1969,-268.803616,7,"That killed him! As God as my witness he is broken in half!! Bah Gawd, That man has a family! ",
40958,1969,1615.53885,5,WHAT THE ROCK,
40959,1969,1616.20535,5,IS COOOOOOOOOOOKING,
40970,1971,-7.49818,9,not to fight,
40973,1971,38.224,6,gl leveling with level 1 bolt,
40977,1971,51.4541,9,what to do?,
40982,1971,166.6593,9,i forced to go off,
40983,1971,169.52526,9,and now u did this ,
40984,1971,261.4362,9,why treat me this waay,
40985,1971,284.4972,9,i am a good attitudePlayer tho,
40988,1971,1610.74,7,too late,
40992,1971,2314.8673,5,pa cant fight ls in late,
41006,1972,2220.69283,2,REPORT WITCH,
41008,1972,2222.03063,7,commend team,
41015,1974,571.19387,8,game crash,
41020,1974,571.19387,4,whait,
41024,1974,577.92557,9,i will commend you,
41031,1974,1400.92457,4,why,
41037,1974,2142.69897,7,not really,
41040,1974,2158.28547,0,u are not strong anymore,
41042,1974,2162.29907,0,stop doing that,
41044,1974,2165.64377,7,thanks,
41045,1974,2309.53397,0,rofl,
41048,1974,2432.58647,0,racks?,
41050,1974,3481.32547,1,REPORT TINKER,
41058,1975,1576.11517,2,i did nothing mate,
41063,1975,1604.27497,1,btw status resistance effects doom,
41064,1975,1609.47367,0,but not the dmg,
41065,1975,1616.67187,0,u take the same dmg its bug,
41066,1975,1619.07137,0,with tiny doom,
41067,1975,1656.66217,1,why even bother guys,
41071,1975,3312.16027,0,btw pl said its autowin if he plazs troll,
41073,1976,1304.18107,7,fucking hero,
41075,1976,1501.03297,4,the Killer,
41076,1976,1647.69717,4,tuskarr the Genius,
41077,1976,1837.55087,4,reported DONE,
41078,1977,2520.66746,2,report sf ty,
41080,1977,2828.11476,3,I mean yo got a 16 min bf ,
41081,1977,2832.19536,3,in a fre farm lane,
41082,1977,2837.34626,9,didn't even know this was ranked LMFAO,
41085,1977,2849.98936,3,and we have deso sf,
41086,1977,2850.05616,9,no need to take offense :),
41098,1978,1799.41837,3,|we won as a team,
41107,1979,2144.66717,3,carry + dust= kill,
41127,1982,2496.98468,5,why so ez,
41135,1984,-60.60199,3,what if,
41136,1984,-60.60199,3,and hear me out here,
41137,1984,-60.60199,3,he only played dota this long so that in this one game he could dc,
41139,1984,-60.60199,3,and laugh at how long we stay paused for him.,
41140,1984,-48.102184,3,i mean what a wild prank that would be.,
41144,1984,1026.43542,9,space created,
41190,1987,681.1004,8,Report death pls,
41194,1987,1043.8118,8,REport death pls,
41195,1987,1632.5014,2,who tf gets sb with wraith,2
41198,1987,2202.1816,8,Report dearth prophet pls,
41207,1988,450.49003,0,at least he got his second kill who cares about cores or enemies cores,
41209,1988,647.9752,0,xD we have 3 roamers and lose early cause they just ks and dont think,
41212,1988,1517.2295,0,at least my supps focused on unkillable mid,
41216,1988,2182.3774,0,wow didnt think supp kunkka would go crits,
41221,1988,2195.4218,1,you are support though,
41223,1988,2549.4277,8,eam,
41227,1988,2613.1112,0,and probably doesnt know it even,
41233,1988,2644.8862,2,omg this pa ...,
41234,1988,2653.85,2,u must say ty pudge and rusbick ,
41235,1988,2654.3182,4,Trashtalking at its finest,
41236,1988,2662.5462,2,for carying this game :),
41240,1988,2686.7622,2,we did evry fucking shit for him,2
41241,1988,2691.9799,2,and he is crying .3..,
41247,1988,2913.3005,2,commend rubick,
41277,1989,233.0098,2,ofk,
41280,1989,235.47584,2,ofc,
41283,1989,380.30714,0,4 reatrds,1
41284,1990,-146.616224,2,drow switch teams,
41288,1990,579.04698,6,hes comeing back,
41294,1990,1921.45238,2,so little wions,
41296,1991,1066.30634,0,how the fuck,2
41299,1991,1499.50054,0,bad choice,
41306,1991,3313.20064,0,fuck offf,2
41312,1992,270.16737,4,worth?,
41319,1992,2021.26977,4,lol chasin,
41325,1993,286.71658,4,only gank me,
41326,1993,480.4693,3,report anti,
41336,1993,521.59259,4,herald its true,
41349,1993,1039.93266,0,why end?,
41358,1994,-60.77965,8,report sf ty,
41359,1994,-20.90447,8,he is shit,1
41373,1994,2057.95693,9,happy new year,
41375,1995,47.55505,4,3 top,
41388,1996,1603.0752,0,why me?,
41398,1998,-10.39746,1,top lane,
41400,1998,1.26636,9,my pos 4 is so shit,1
41402,1998,1.26636,9,every gaem,
41409,1998,384.27288,1,how acn you be so lucky,
41411,1998,394.27042,6,U got regen creep first,
41436,2000,2065.26317,7,this sf,
41438,2000,2070.41407,7,seriously,
41515,2002,1129.8241,4,fucking dog clock,1
41517,2002,1137.7555,4,last game what happen to you,
41520,2002,1145.0871,4,and  lose me the game,
41521,2002,1146.7533,4,asshole ,1
41535,2002,1241.9634,4,rofl,
41557,2003,-211.92607,2,tyt leavwe,
41602,2007,512.84146,3,fuck off,2
41608,2007,932.80556,2,ssshh,
41613,2007,1524.72766,4,report trol,
41614,2007,1526.39396,4,thanks,
41615,2007,1988.30196,4,report troll please,
41618,2008,729.3886,5,sorry we don't speak dead languages,
41619,2008,735.3871,5,try one that didn't lose the cold war,
41623,2008,749.1171,5,russia contribute anything to humanity?,
41625,2008,751.3166,5,thanks,
41627,2008,917.1427,0,ded ppl ,
41628,2008,922.2748,0,by a tree,
41629,2008,931.0727,0,top eu players there,
41635,2008,1402.1576,0,im taking a lot of fun from all of you ,
41638,2008,2520.1386,6,any words tree?,
41652,2009,3818.78163,3,waste of time,
41655,2010,-17.23549,2,what is a meepo,
41659,2010,980.91425,0,i can hear your invs,
41661,2010,1123.41275,0,what did you think was gonna happen,
41663,2010,1139.40885,6,what did you think i can do?,
41664,2010,1151.20595,0,anything else tbh,
41669,2010,1242.71695,0,why?,
41673,2010,1258.71305,2,I mean he IS a sand nigger,
41675,2010,1273.37615,1,He is a fucking terrorist,1
41677,2010,1284.57345,6,akhmed is it you?,
41679,2010,1340.62635,2,love the build bounty,
41685,2010,1575.83565,1,cAN YOU ASK THE HUSKAR TO STOP,
41686,2010,1587.29945,1,I dont know how meepo works and im being bullied,
41691,2010,1995.78165,0,whelp ,
41692,2010,1995.78165,6,he's rc,
41693,2010,1995.78165,0,how about we talk about this huskar,
41694,2010,1995.78165,6,he's good right?,
41696,2010,1995.78165,2,he's got rather an interesting bui;d,
41697,2010,1995.78165,8,He faggot,1
41698,2010,1995.78165,0,here is what im offering,
41700,2010,1995.78165,4,3 hours and new year,
41702,2010,1995.78165,0,and you dont feel bad for killing ,
41704,2010,1995.78165,2,new year is in 8 hours don't lie,
41706,2010,1995.78165,6,already? 7 hours need for me,
41708,2010,1995.78165,2,what about you guys?,
41711,2010,1995.78165,0,if you kill me its racist,
41716,2010,1996.51755,8,USE BLOODSTONE,
41718,2010,2023.47605,2,reported for racism,
41723,2010,2157.03095,2,I no longer like your build bh,
41724,2010,2159.84055,2,it's ew,
41725,2010,2221.51735,2,bounty plz,
41738,2011,1672.79158,1,U NAS INWOKER ,
41754,2015,119.90406,2,go fuck off somewhere else,
41755,2015,172.55786,2,yALL R not winning this lane,
41761,2015,214.08106,6,ah really ?,
41767,2015,915.54316,2,so much hate,
41774,2015,933.93866,6,play tetris then its peace one,
41775,2015,942.66986,2,I actually hate tetris,
41783,2015,1721.26196,2,hes alive,
41784,2015,1721.26196,1,he is dead,
41790,2015,1721.26196,7,well u would wait forever mate,
41791,2015,1721.26196,2,if he actually killed himself,
41794,2015,1721.26196,2,going to his house,
41795,2015,1721.83056,2,or wtv,
41797,2015,2196.01246,0,aim arc warden more,
41850,2018,148.6304,6,to the economy,
41852,2018,253.73806,2,TRASH INVOKER,1
41853,2018,257.1372,2,CANT LAST HIT ROFL,
41855,2018,448.15725,2,trash voker rofl,1
41864,2018,590.3892,6,hes raging,
41868,2018,2123.8159,6,btch,1
41869,2018,2145.4898,8,why run,
41938,2022,996.12343,1,nice death dude,
41945,2022,2790.44523,0,u died with no buyback,
41946,2022,2793.12103,0,ty for game,
41947,2022,2801.41593,6,puck  dont have bb,
41948,2022,2806.43303,1,that death costyou game,
41952,2022,2870.38423,0,just like you ate my arrow :),
41957,2023,115.27185,2,worth?,
41962,2023,767.04602,5,worth it,
41967,2023,1424.41882,6,it is not evn warded lol xD,
42009,2025,-22.76111,5,its toxic\,
42013,2025,-22.76111,8,then i unpause it,
42016,2025,-22.76111,3,we lose this,
42020,2025,-22.76111,0,sry caos,
42025,2025,850.49235,5,IM DONE WITH MOTHWEGR FUICKER,2
42027,2025,867.15495,5,SVEN FUCK YOUR FAMILY,1
42035,2025,2395.31645,4,finish?,
42037,2025,2407.02295,4,finish you ussles cunt,1
42042,2025,2449.96925,5,nice feed,
42060,2027,2713.6536,2,REPORT TİMBER,
42063,2028,-65.65065,6,IT SEEMS YOU GET LUCKY ONCE MORE,
42064,2028,-37.05763,6,WATCH OUT OUR CARRY SKYWRATH MAGE WILL GET YOU,
42068,2028,540.20143,6,WE SEEM TO HAVE LOST OUR CARRY SKY,
42069,2028,550.26564,6,HE WENT INSANE LIKE ME,
42070,2028,567.59474,6,IT HAPPENS WHEN YOU PLAY ON 2K FOR TOO LONG,
42075,2028,688.9651,6,NOW WE CANT LEAVE,
42076,2028,700.8289,6,WE ARE STUCK IN THIS PRISON A WHILE LONGER,
42083,2028,1150.3858,6,WE GOT A POTM WITH URN AND VLADS,
42086,2028,1367.9993,6,TWO THOUSAND MMR,
42151,2032,-58.68567,9,gl hf everyone,
42160,2033,-277.59811,1,hey faggot ass woo ima show your stupid fuck how to support,1
42162,2033,-218.99289,1,nah fuck that toxic cunt ,1
42163,2033,-204.45646,9,you are being toxic now :thinking:,
42164,2033,-204.12305,5,who are you talking to....,
42165,2033,-199.0553,1,kid was so toxic my last game glad we in opposite teams,
42169,2033,-186.98606,4,wait who?,
42171,2033,-176.51715,8,"yeah, no.  wasn't in your last game ",
42172,2033,-175.11686,1,the guy name WOO,
42173,2033,-168.3154,1,sorry techies not you,
42174,2033,-151.97858,1,enjoy his toxic aura,
42175,2033,-143.51011,8,well he seems to be afk. so.. there's taht,
42176,2033,-124.70609,4,"who, woo?",
42178,2033,-95.64332,1,the aa is a toxic cunt,2
42179,2033,-76.48132,9,maybe you were playing like shit and he tilted,2
42182,2033,-14.36316,8,you're right,
42187,2033,20.76158,8,fuck that kid,1
42188,2033,37.89074,8,is he real smart?,
42190,2033,58.41906,8,"at first I thought you were a prick, silencer",2
42191,2033,62.01818,8,you right...,
42192,2033,257.70378,9,whys your huskar feeding me,
42194,2033,275.96598,3,you're losing int,
42195,2033,295.89444,3,and for a retard int is a luxery,1
42198,2033,555.76428,1,hey aa you do realzie we have a pa,
42200,2033,672.86908,3,easist game of my life,
42202,2033,772.77798,6,is garbage and toxic,
42204,2033,791.17348,3,lol techies,
42205,2033,832.56338,3,storm sotp feeding plz,
42206,2033,841.42788,1,why is storm feeding the void?,
42210,2033,964.79778,1,;o,
42214,2033,1183.41108,0,you can only run for so long,
42216,2033,1253.39398,3,storm stop feed plz,
42219,2033,1283.65318,3,thx disruptor,
42221,2033,1292.45108,8,you saved the huskar,
42223,2033,1372.29828,3,techies dont let this nightmare last 1 hour for storm,
42224,2033,1374.29778,3,he cant take it,
42227,2033,1681.04748,3,who are we reporting?,
42228,2033,1690.27898,6,all 3 of the support carries,
42230,2033,1709.34388,6,preferably the last pick toxic mouth breather,
42231,2033,1710.07968,5,i mean we aint reporting anyone but if i haaaad to chose,
42233,2033,1722.92348,5,it would be anyone who chooses techies in the 2-3k range,
42234,2033,1732.28868,6,techies is a fine pick,
42235,2033,1744.59728,1,Techies is 64% win rate 3-4k,
42236,2033,1757.24038,5,everyone here is 2k,
42237,2033,1760.31758,8,aa carry last pick was dope thoughy,
42239,2033,1877.78428,1,is this -50?,
42240,2033,1879.12218,1,for you,
42242,2033,1891.23008,1,learn to support you toxic cunt,1
42243,2033,1893.17008,6,it'll be more tonight im sure... he's so toxic ,
42244,2033,1897.85268,6,and ontop of toxic.. he's awful,0
42250,2033,1908.95718,3,who sniper?,
42256,2033,1918.65688,3,why isnt aa talking in all chat,
42259,2034,2193.1374,5,cold snap is bullshit,2
42263,2034,2989.2158,5,slark are you autistic?,0
42347,2038,1969.68526,8,sniper best carry,
42348,2039,-62.88464,7,press j to predict,
42350,2039,358.44583,9,"tell ya, he was upset there werent enough PV in this game",
42351,2039,366.51052,2,hes coming,
42356,2039,366.51052,9,defintly PV,
42358,2039,366.51052,9,"its like a debased form of spanish, more so then mexican spanish",
42361,2039,366.51052,9,"he kept jabbering incoherantly, kinda like in billy madison at the end",
42502,2041,-3.76574,3,should we let him go,
42503,2041,-3.76574,1,for the record,
42504,2041,-3.76574,0,LET HIM GO,
42505,2041,-3.76574,1,i woudl let him live,
42506,2041,-3.76574,1,but he is TINKER,
42509,2041,-3.76574,1,PIECE OF SHIT HERO,1
42520,2042,-90.87781,3,13 matchei 23 winrate wp storm,
42534,2042,1468.67467,2,worth?,
42535,2042,1472.34047,2,so much time wasted,
42557,2044,-8.16841,0,spick english,
42564,2044,456.16866,3,try,
42587,2045,552.6651,3,twitch tv,
42588,2045,621.1817,3,twitch tv,
42590,2045,627.7134,3,0 item,
42595,2045,813.1348,3,twitch tv,
42599,2045,1027.3492,3,without mates,
42600,2045,1030.2818,3,without problems,
42603,2045,1139.1885,3,twitch tv,
42644,2046,1575.9152,6,not even close bro,
42646,2046,2789.564,6,stronk creeps,
42649,2046,2798.2603,0,if we didnt have fucking useless mid ND ENIGMA,1
42650,2046,2800.2337,7,JUST FINISH IT,
42651,2046,2812.6761,5,yeah but chaos is OP,
42657,2049,1633.36785,5,AM ?,
42666,2050,1707.65217,6,4to ty budew,
42696,2054,1868.64258,4,why bb?,
42711,2056,629.17974,2,yea help him,
42717,2056,1438.84864,6,well fucking,2
42722,2056,1452.57864,4,do u really think,
42729,2056,2274.56604,7,mou shindeiru,
42739,2056,2588.56904,4,hes low as fuck,2
42740,2056,2589.97374,6,first 10 min,
42746,2056,2596.06124,4,hes so low,
42750,2056,2601.21204,2,who help him ,
42764,2056,2635.39524,6,these words,
42768,2056,2640.07774,6,so shut up mate,
42769,2056,2645.09484,4,who did pick cent,
42770,2056,2653.08874,4,cuz hes lil retarded kid,1
42777,2056,2665.33044,4,piece of shit,2
42779,2056,2675.36464,4,thinks hes good,
42781,2056,2680.04724,4,wjhat a retard,2
42875,2059,375.97489,7,sorry but my team useing my shine alone,
42880,2059,588.45634,7,Faster as i can,
42881,2059,637.31107,2,its ok,
42889,2059,756.54864,8,this guy is a complete tard haha,1
42890,2059,774.74414,6,if you dont report this fucking trashg,2
42891,2059,783.60864,6,}i hope you get him in your team next game,
42892,2059,793.60624,5,low prio hello,
42897,2059,931.17264,9,he is back,
42901,2059,970.89624,1,thanks for sharing your insights,
42903,2059,1216.76954,7,WHAT A RETREDED GAME,2
42904,2059,1293.41754,7,how u can lose this?,
42906,2059,1304.88134,2,cuz our carry and hard,
42915,2059,1690.18734,2,when i play this game,
42917,2059,1711.12024,7,idk what is this shit,2
42919,2059,1760.22084,2,ofc it is,
42921,2059,1773.80044,8,and stupid,2
42924,2059,1813.53584,7,for real?,
42925,2059,1884.10954,7,this game :DDDDDDDDDD,
42927,2059,1908.32534,7,what a combo,
42932,2059,2618.94594,6,report bastard nyx,1
42934,2059,2629.88314,7,what a retreded game,2
42936,2059,2633.36174,8,Report nyx,
42946,2063,10.59741,1,pause for frnz,
42956,2063,10.59741,2,fucking shit,1
42959,2063,10.59741,5,f9 please,
42971,2063,90.84447,1,Pls f9,
42973,2063,93.71044,1,wait frn,
42974,2063,252.67167,0,we paused for you,
42975,2063,256.13747,0,please be nice,
42987,2063,781.27587,1,another one,
42988,2063,784.00857,1,another one,
42989,2063,785.87477,1,another one,
42990,2063,789.67387,1,and another one,
42991,2063,812.40167,2,bh the new gpm gain has been removed u may leave :),
42995,2063,839.99487,1,ty for ip,
43000,2063,973.49567,2,and suck my dick,1
43018,2064,1459.01036,8,how is everyone?,
43019,2064,1459.01036,6,this is interesting,
43023,2064,1459.01036,2,the thrill,
43025,2064,1459.01036,7,can we report my tinker for falling from 191 to 391,
43036,2064,1759.41996,6,alright calm down weeb,
43046,2065,-26.66017,9,wtf is this man,
43047,2065,-26.66017,6,whats your porblem bro?,
43050,2065,-26.66017,4,last game remember,
43052,2065,-26.66017,7,my sf is a feeder..0-4 on the early game,
43054,2065,-26.66017,4,3v5 match 20 mins 2ndtower,
43055,2065,-26.66017,9,party ?,
43057,2065,-26.66017,6,who's throwing a party,
43058,2065,-26.66017,9,what happened axe happened :D :D ,
43066,2065,1002.22193,0,who predicted?,
43067,2065,1024.48323,0,who did predict?,
43073,2065,2070.53983,0,Who predicted?,
43076,2065,2120.37623,0,who predicted?,
43079,2065,2216.70433,0,Who predict?,
43086,2066,918.90894,0,bs player said?,
43088,2066,927.17364,6,who unpause,
43089,2066,1987.94134,9,fuck u and your potato hero,1
43091,2066,2423.35794,9,epic russian dog hero,1
43092,2066,2498.31334,9,report troll,
43100,2067,2494.5067,7,aww theya re mad rofl,
